,Date,FIPS,Recip_County,Recip_State,Series_Complete_Pop_Pct,Metro_status
457,10/22/2021,40055,Greer County,OK,32.9,Non-metro
458,10/22/2021,47009,Blount County,TN,46.6,Metro
459,10/22/2021,17053,Ford County,IL,46.6,Metro
460,10/22/2021,42075,Lebanon County,PA,50.2,Metro
461,10/22/2021,53059,Skamania County,WA,34.8,Metro
462,10/22/2021,55013,Burnett County,WI,51.2,Non-metro
463,10/22/2021,20083,Hodgeman County,KS,41.4,Non-metro
464,10/22/2021,37195,Wilson County,NC,45.7,Non-metro
465,10/22/2021,18011,Boone County,IN,63.6,Metro
466,10/22/2021,26057,Gratiot County,MI,41.5,Non-metro
467,10/22/2021,32009,Esmeralda County,NV,37.3,Non-metro
468,10/22/2021,48375,Potter County,TX,39.2,Metro
469,10/22/2021,48147,Fannin County,TX,38.7,Non-metro
470,10/22/2021,48335,Mitchell County,TX,32.0,Non-metro
471,10/22/2021,45051,Horry County,SC,50.7,Metro
472,10/22/2021,51081,Greensville County,VA,33.9,Non-metro
473,10/22/2021,12061,Indian River County,FL,60.7,Metro
474,10/22/2021,47017,Carroll County,TN,42.4,Non-metro
475,10/22/2021,30035,Glacier County,MT,71.2,Non-metro
476,10/22/2021,30043,Jefferson County,MT,44.2,Non-metro
477,10/22/2021,40151,Woods County,OK,37.1,Non-metro
478,10/22/2021,37061,Duplin County,NC,37.0,Non-metro
479,10/22/2021,37181,Vance County,NC,49.2,Non-metro
480,10/22/2021,40075,Kiowa County,OK,46.5,Non-metro
481,10/22/2021,6053,Monterey County,CA,59.7,Metro
482,10/22/2021,42095,Northampton County,PA,59.7,Metro
483,10/22/2021,48079,Cochran County,TX,35.4,Non-metro
484,10/22/2021,29207,Stoddard County,MO,35.8,Non-metro
485,10/22/2021,16049,Idaho County,ID,26.4,Non-metro
486,10/22/2021,37131,Northampton County,NC,42.8,Non-metro
487,10/22/2021,13265,Taliaferro County,GA,20.9,Non-metro
488,10/22/2021,22043,Grant Parish,LA,37.8,Metro
489,10/22/2021,50019,Orleans County,VT,51.5,Non-metro
490,10/22/2021,48091,Comal County,TX,52.7,Metro
491,10/22/2021,47103,Lincoln County,TN,37.4,Non-metro
492,10/22/2021,6067,Sacramento County,CA,57.8,Metro
493,10/22/2021,5003,Ashley County,AR,44.8,Non-metro
494,10/22/2021,19181,Warren County,IA,53.2,Metro
495,10/22/2021,56027,Niobrara County,WY,26.1,Non-metro
496,10/22/2021,26029,Charlevoix County,MI,59.8,Non-metro
497,10/22/2021,6049,Modoc County,CA,0.0,Non-metro
498,10/22/2021,72119,Rio Grande Municipio,PR,62.8,Metro
499,10/22/2021,18153,Sullivan County,IN,45.4,Metro
500,10/22/2021,31133,Pawnee County,NE,39.7,Non-metro
501,10/22/2021,51117,Mecklenburg County,VA,40.3,Non-metro
502,10/22/2021,26077,Kalamazoo County,MI,55.7,Metro
503,10/22/2021,5107,Phillips County,AR,43.8,Non-metro
504,10/22/2021,48405,San Augustine County,TX,36.9,Non-metro
505,10/22/2021,41027,Hood River County,OR,74.8,Non-metro
506,10/22/2021,5039,Dallas County,AR,51.3,Non-metro
507,10/22/2021,1005,Barbour County,AL,38.0,Non-metro
508,10/22/2021,17055,Franklin County,IL,36.3,Non-metro
509,10/22/2021,1041,Crenshaw County,AL,30.5,Non-metro
510,10/22/2021,46005,Beadle County,SD,42.8,Non-metro
511,10/22/2021,31131,Otoe County,NE,49.9,Non-metro
512,10/22/2021,38079,Rolette County,ND,53.7,Non-metro
513,10/22/2021,46121,Todd County,SD,46.5,Non-metro
514,10/22/2021,30071,Phillips County,MT,38.5,Non-metro
515,10/22/2021,37165,Scotland County,NC,41.0,Non-metro
516,10/22/2021,18001,Adams County,IN,30.6,Non-metro
517,10/22/2021,36037,Genesee County,NY,53.7,Non-metro
518,10/22/2021,37155,Robeson County,NC,36.1,Non-metro
519,10/22/2021,19113,Linn County,IA,59.6,Metro
520,10/22/2021,20141,Osborne County,KS,38.4,Non-metro
521,10/22/2021,54067,Nicholas County,WV,30.3,Non-metro
522,10/22/2021,40053,Grant County,OK,37.8,Non-metro
523,10/22/2021,51630,Fredericksburg city,VA,37.9,Metro
524,10/22/2021,17065,Hamilton County,IL,33.0,Non-metro
525,10/22/2021,5101,Newton County,AR,29.8,Non-metro
526,10/22/2021,48193,Hamilton County,TX,44.7,Non-metro
527,10/22/2021,48003,Andrews County,TX,38.9,Non-metro
528,10/22/2021,41021,Gilliam County,OR,39.5,Non-metro
529,10/22/2021,4003,Cochise County,AZ,54.0,Metro
530,10/22/2021,48337,Montague County,TX,31.4,Non-metro
531,10/22/2021,13319,Wilkinson County,GA,21.8,Non-metro
532,10/22/2021,51710,Norfolk city,VA,47.5,Metro
533,10/22/2021,36097,Schuyler County,NY,56.9,Non-metro
534,10/22/2021,1059,Franklin County,AL,38.8,Non-metro
535,10/22/2021,31045,Dawes County,NE,34.1,Non-metro
536,10/22/2021,29179,Reynolds County,MO,23.0,Non-metro
537,10/22/2021,29215,Texas County,MO,29.4,Non-metro
538,10/22/2021,6005,Amador County,CA,48.5,Non-metro
539,10/22/2021,31005,Arthur County,NE,16.8,Non-metro
540,10/22/2021,42101,Philadelphia County,PA,55.9,Metro
541,10/22/2021,27163,Washington County,MN,59.6,Metro
542,10/22/2021,29067,Douglas County,MO,21.8,Non-metro
544,10/22/2021,16087,Washington County,ID,34.9,Non-metro
545,10/22/2021,47145,Roane County,TN,39.8,Metro
546,10/22/2021,48225,Houston County,TX,37.3,Non-metro
547,10/22/2021,31157,Scotts Bluff County,NE,35.8,Non-metro
548,10/22/2021,29023,Butler County,MO,30.6,Non-metro
549,10/22/2021,48417,Shackelford County,TX,32.8,Non-metro
550,10/22/2021,17075,Iroquois County,IL,42.3,Non-metro
551,10/22/2021,51083,Halifax County,VA,40.2,Non-metro
552,10/22/2021,39121,Noble County,OH,38.4,Non-metro
553,10/22/2021,1023,Choctaw County,AL,57.4,Non-metro
554,10/22/2021,48183,Gregg County,TX,40.5,Metro
555,10/22/2021,39157,Tuscarawas County,OH,39.7,Non-metro
556,10/22/2021,6101,Sutter County,CA,51.0,Metro
557,10/22/2021,6061,Placer County,CA,58.8,Metro
558,10/22/2021,19127,Marshall County,IA,57.9,Non-metro
559,10/22/2021,20069,Gray County,KS,39.2,Non-metro
560,10/22/2021,21205,Rowan County,KY,47.4,Non-metro
561,10/22/2021,39161,Van Wert County,OH,38.5,Non-metro
562,10/22/2021,46089,McPherson County,SD,12.5,Non-metro
563,10/22/2021,22027,Claiborne Parish,LA,37.1,Non-metro
564,10/22/2021,36065,Oneida County,NY,55.3,Metro
565,10/22/2021,13223,Paulding County,GA,20.0,Metro
566,10/22/2021,12093,Okeechobee County,FL,41.8,Non-metro
567,10/22/2021,54047,McDowell County,WV,23.0,Non-metro
568,10/22/2021,27093,Meeker County,MN,41.3,Non-metro
569,10/22/2021,21135,Lewis County,KY,33.7,Non-metro
570,10/22/2021,27049,Goodhue County,MN,58.2,Non-metro
571,10/22/2021,29053,Cooper County,MO,38.5,Non-metro
572,10/22/2021,55109,St. Croix County,WI,43.8,Metro
573,10/22/2021,12127,Volusia County,FL,53.9,Metro
574,10/22/2021,21127,Lawrence County,KY,40.7,Non-metro
575,10/22/2021,22087,St. Bernard Parish,LA,42.0,Metro
576,10/22/2021,6065,Riverside County,CA,50.3,Metro
577,10/22/2021,47173,Union County,TN,31.1,Metro
578,10/22/2021,29095,Jackson County,MO,48.9,Metro
579,10/22/2021,48501,Yoakum County,TX,35.9,Non-metro
580,10/22/2021,5109,Pike County,AR,38.4,Non-metro
581,10/22/2021,28047,Harrison County,MS,47.2,Metro
582,10/22/2021,42113,Sullivan County,PA,44.9,Non-metro
583,10/22/2021,25013,Hampden County,MA,57.4,Metro
584,10/22/2021,48137,Edwards County,TX,34.5,Non-metro
585,10/22/2021,53001,Adams County,WA,50.1,Non-metro
586,10/22/2021,47041,DeKalb County,TN,36.0,Non-metro
587,10/22/2021,48483,Wheeler County,TX,36.3,Non-metro
588,10/22/2021,4019,Pima County,AZ,59.1,Metro
589,10/22/2021,36039,Greene County,NY,56.1,Non-metro
590,10/22/2021,24027,Howard County,MD,74.5,Metro
591,10/22/2021,4021,Pinal County,AZ,45.8,Metro
593,10/22/2021,38067,Pembina County,ND,48.3,Non-metro
594,10/22/2021,40127,Pushmataha County,OK,31.8,Non-metro
596,10/22/2021,27059,Isanti County,MN,35.9,Metro
597,10/22/2021,47001,Anderson County,TN,49.3,Metro
598,10/22/2021,27117,Pipestone County,MN,48.1,Non-metro
599,10/22/2021,27107,Norman County,MN,48.5,Non-metro
600,10/22/2021,13137,Habersham County,GA,19.0,Non-metro
601,10/22/2021,38099,Walsh County,ND,49.5,Non-metro
602,10/22/2021,39143,Sandusky County,OH,47.6,Non-metro
603,10/22/2021,42027,Centre County,PA,54.5,Metro
604,10/22/2021,40057,Harmon County,OK,43.9,Non-metro
605,10/22/2021,13213,Murray County,GA,15.8,Metro
606,10/22/2021,27067,Kandiyohi County,MN,45.8,Non-metro
607,10/22/2021,21073,Franklin County,KY,70.9,Non-metro
608,10/22/2021,18009,Blackford County,IN,41.5,Non-metro
609,10/22/2021,49057,Weber County,UT,49.8,Metro
610,10/22/2021,19157,Poweshiek County,IA,53.0,Non-metro
611,10/22/2021,54057,Mineral County,WV,34.1,Metro
612,10/22/2021,13307,Webster County,GA,19.1,Non-metro
613,10/22/2021,6037,Los Angeles County,CA,61.3,Metro
614,10/22/2021,20045,Douglas County,KS,54.6,Metro
615,10/22/2021,20199,Wallace County,KS,33.8,Non-metro
616,10/22/2021,40071,Kay County,OK,37.3,Non-metro
617,10/22/2021,30097,Sweet Grass County,MT,36.8,Non-metro
618,10/22/2021,17193,White County,IL,41.3,Non-metro
619,10/22/2021,13217,Newton County,GA,17.7,Metro
620,10/22/2021,26119,Montmorency County,MI,50.9,Non-metro
621,10/22/2021,10001,Kent County,DE,47.8,Metro
622,10/22/2021,20079,Harvey County,KS,40.7,Metro
623,10/22/2021,38103,Wells County,ND,39.4,Non-metro
624,10/22/2021,55077,Marquette County,WI,48.4,Non-metro
625,10/22/2021,31183,Wheeler County,NE,28.1,Non-metro
626,10/22/2021,31079,Hall County,NE,41.6,Metro
627,10/22/2021,48383,Reagan County,TX,35.7,Non-metro
628,10/22/2021,26043,Dickinson County,MI,61.6,Non-metro
629,10/22/2021,48443,Terrell County,TX,48.5,Non-metro
630,10/22/2021,51157,Rappahannock County,VA,49.0,Metro
631,10/22/2021,38011,Bowman County,ND,35.1,Non-metro
632,10/22/2021,13293,Upson County,GA,36.4,Non-metro
633,10/22/2021,5023,Cleburne County,AR,39.7,Non-metro
634,10/22/2021,21099,Hart County,KY,32.0,Non-metro
635,10/22/2021,19097,Jackson County,IA,48.5,Non-metro
636,10/22/2021,45049,Hampton County,SC,57.0,Non-metro
638,10/22/2021,72145,Vega Baja Municipio,PR,73.5,Metro
639,10/22/2021,54027,Hampshire County,WV,22.8,Metro
640,10/22/2021,37073,Gates County,NC,43.8,Metro
641,10/22/2021,18067,Howard County,IN,43.1,Metro
642,10/22/2021,51191,Washington County,VA,52.0,Metro
643,10/22/2021,40091,McIntosh County,OK,49.5,Non-metro
644,10/22/2021,1025,Clarke County,AL,45.6,Non-metro
645,10/22/2021,39079,Jackson County,OH,41.2,Non-metro
646,10/22/2021,19141,O'Brien County,IA,46.4,Non-metro
647,10/22/2021,49041,Sevier County,UT,36.5,Non-metro
648,10/22/2021,48459,Upshur County,TX,30.2,Metro
649,10/22/2021,51011,Appomattox County,VA,32.0,Metro
650,10/22/2021,48111,Dallam County,TX,37.1,Non-metro
651,10/22/2021,47109,McNairy County,TN,42.8,Non-metro
652,10/22/2021,20127,Morris County,KS,50.3,Non-metro
653,10/22/2021,35023,Hidalgo County,NM,43.9,Non-metro
654,10/22/2021,8065,Lake County,CO,53.2,Non-metro
655,10/22/2021,48155,Foard County,TX,38.8,Non-metro
656,10/22/2021,27017,Carlton County,MN,56.0,Metro
657,10/22/2021,42115,Susquehanna County,PA,42.5,Non-metro
658,10/22/2021,53055,San Juan County,WA,73.8,Non-metro
659,10/22/2021,47003,Bedford County,TN,36.4,Non-metro
661,10/22/2021,48247,Jim Hogg County,TX,49.4,Non-metro
662,10/22/2021,46041,Dewey County,SD,57.8,Non-metro
663,10/22/2021,19023,Butler County,IA,52.9,Non-metro
664,10/22/2021,20015,Butler County,KS,41.5,Metro
666,10/22/2021,38051,McIntosh County,ND,38.4,Non-metro
667,10/22/2021,13199,Meriwether County,GA,24.1,Metro
668,10/22/2021,48347,Nacogdoches County,TX,39.9,Non-metro
669,10/22/2021,35015,Eddy County,NM,35.9,Non-metro
670,10/22/2021,33009,Grafton County,NH,67.7,Non-metro
671,10/22/2021,9007,Middlesex County,CT,75.7,Metro
672,10/22/2021,38055,McLean County,ND,39.9,Non-metro
673,10/22/2021,38031,Foster County,ND,49.4,Non-metro
674,10/22/2021,46123,Tripp County,SD,39.4,Non-metro
675,10/22/2021,31095,Jefferson County,NE,49.6,Non-metro
676,10/22/2021,17025,Clay County,IL,32.6,Non-metro
677,10/22/2021,72005,Aguadilla Municipio,PR,71.6,Metro
678,10/22/2021,53071,Walla Walla County,WA,56.8,Metro
679,10/22/2021,36071,Orange County,NY,58.2,Metro
680,10/22/2021,55061,Kewaunee County,WI,46.9,Metro
681,10/22/2021,48033,Borden County,TX,31.0,Non-metro
682,10/22/2021,40017,Canadian County,OK,50.6,Metro
683,10/22/2021,8019,Clear Creek County,CO,44.2,Metro
684,10/22/2021,1099,Monroe County,AL,38.7,Non-metro
685,10/22/2021,19153,Polk County,IA,59.3,Metro
686,10/22/2021,4025,Yavapai County,AZ,40.3,Metro
687,10/22/2021,21007,Ballard County,KY,33.5,Non-metro
688,10/22/2021,46127,Union County,SD,44.8,Metro
689,10/22/2021,21147,McCreary County,KY,37.8,Non-metro
690,10/22/2021,30075,Powder River County,MT,19.4,Non-metro
691,10/22/2021,21151,Madison County,KY,46.1,Non-metro
692,10/22/2021,21121,Knox County,KY,32.5,Non-metro
693,10/22/2021,55115,Shawano County,WI,47.6,Non-metro
694,10/22/2021,51091,Highland County,VA,55.0,Non-metro
695,10/22/2021,38093,Stutsman County,ND,47.0,Non-metro
696,10/22/2021,6017,El Dorado County,CA,55.9,Metro
697,10/22/2021,13209,Montgomery County,GA,22.3,Non-metro
698,10/22/2021,17031,Cook County,IL,56.6,Metro
699,10/22/2021,28039,George County,MS,35.4,Non-metro
700,10/22/2021,12057,Hillsborough County,FL,54.0,Metro
701,10/22/2021,45045,Greenville County,SC,48.4,Metro
702,10/22/2021,48253,Jones County,TX,39.0,Metro
703,10/22/2021,30069,Petroleum County,MT,28.3,Non-metro
704,10/22/2021,27123,Ramsey County,MN,61.5,Metro
705,10/22/2021,51175,Southampton County,VA,35.2,Non-metro
706,10/22/2021,48125,Dickens County,TX,30.3,Non-metro
707,10/22/2021,37041,Chowan County,NC,47.1,Non-metro
708,10/22/2021,47025,Claiborne County,TN,40.0,Non-metro
709,10/22/2021,42087,Mifflin County,PA,48.3,Non-metro
710,10/22/2021,20149,Pottawatomie County,KS,35.0,Metro
711,10/22/2021,27143,Sibley County,MN,41.0,Metro
712,10/22/2021,20197,Wabaunsee County,KS,42.4,Metro
713,10/22/2021,20081,Haskell County,KS,34.5,Non-metro
714,10/22/2021,18049,Fulton County,IN,36.9,Non-metro
715,10/22/2021,21065,Estill County,KY,45.8,Non-metro
716,10/22/2021,12087,Monroe County,FL,69.6,Non-metro
717,10/22/2021,54105,Wirt County,WV,6.2,Metro
718,10/22/2021,53021,Franklin County,WA,44.3,Metro
719,10/22/2021,37133,Onslow County,NC,51.2,Metro
720,10/22/2021,17195,Whiteside County,IL,47.4,Non-metro
721,10/22/2021,51103,Lancaster County,VA,57.0,Non-metro
722,10/22/2021,45081,Saluda County,SC,27.5,Metro
723,10/22/2021,72069,Humacao Municipio,PR,71.3,Metro
724,10/22/2021,6081,San Mateo County,CA,72.7,Metro
725,10/22/2021,47115,Marion County,TN,39.9,Metro
726,10/22/2021,25007,Dukes County,MA,3.7,Non-metro
728,10/22/2021,8117,Summit County,CO,75.9,Non-metro
729,10/22/2021,50011,Franklin County,VT,32.3,Metro
730,10/22/2021,51113,Madison County,VA,49.9,Non-metro
731,10/22/2021,18059,Hancock County,IN,61.6,Metro
732,10/22/2021,41011,Coos County,OR,52.0,Non-metro
733,10/22/2021,19119,Lyon County,IA,37.0,Non-metro
734,10/22/2021,23007,Franklin County,ME,56.9,Non-metro
735,10/22/2021,22049,Jackson Parish,LA,36.9,Non-metro
736,10/22/2021,40101,Muskogee County,OK,44.4,Non-metro
737,10/22/2021,30055,McCone County,MT,16.7,Non-metro
738,10/22/2021,72109,Patillas Municipio,PR,69.1,Metro
739,10/22/2021,40087,McClain County,OK,43.1,Metro
740,10/22/2021,22099,St. Martin Parish,LA,36.1,Metro
741,10/22/2021,36051,Livingston County,NY,53.7,Metro
742,10/22/2021,35019,Guadalupe County,NM,33.1,Non-metro
743,10/22/2021,18095,Madison County,IN,47.5,Metro
744,10/22/2021,20019,Chautauqua County,KS,36.9,Non-metro
745,10/22/2021,29017,Bollinger County,MO,29.9,Metro
746,10/22/2021,17151,Pope County,IL,27.3,Non-metro
747,10/22/2021,48185,Grimes County,TX,45.7,Non-metro
748,10/22/2021,2164,Lake and Peninsula Borough,AK,50.9,Non-metro
749,10/22/2021,48069,Castro County,TX,36.7,Non-metro
750,10/22/2021,37139,Pasquotank County,NC,45.5,Non-metro
751,10/22/2021,17137,Morgan County,IL,45.0,Non-metro
752,10/22/2021,9013,Tolland County,CT,60.7,Metro
753,10/22/2021,33015,Rockingham County,NH,59.6,Metro
754,10/22/2021,36091,Saratoga County,NY,70.9,Metro
755,10/22/2021,48015,Austin County,TX,42.6,Metro
756,10/22/2021,12005,Bay County,FL,44.8,Metro
758,10/22/2021,42103,Pike County,PA,51.1,Metro
759,10/22/2021,21097,Harrison County,KY,43.7,Non-metro
760,10/22/2021,32019,Lyon County,NV,36.6,Non-metro
761,10/22/2021,46033,Custer County,SD,45.6,Metro
762,10/22/2021,37007,Anson County,NC,40.3,Non-metro
763,10/22/2021,5079,Lincoln County,AR,31.3,Metro
764,10/22/2021,39103,Medina County,OH,57.2,Metro
765,10/22/2021,26113,Missaukee County,MI,43.6,Non-metro
766,10/22/2021,39035,Cuyahoga County,OH,57.2,Metro
767,10/22/2021,8045,Garfield County,CO,55.9,Non-metro
768,10/22/2021,21037,Campbell County,KY,67.1,Metro
769,10/22/2021,48427,Starr County,TX,64.1,Non-metro
770,10/22/2021,6071,San Bernardino County,CA,48.8,Metro
771,10/22/2021,54073,Pleasants County,WV,13.6,Non-metro
773,10/22/2021,13021,Bibb County,GA,24.0,Metro
774,10/22/2021,30091,Sheridan County,MT,42.9,Non-metro
775,10/22/2021,48211,Hemphill County,TX,37.7,Non-metro
776,10/22/2021,48285,Lavaca County,TX,38.6,Non-metro
777,10/22/2021,21013,Bell County,KY,42.9,Non-metro
778,10/22/2021,48315,Marion County,TX,37.8,Non-metro
779,10/22/2021,5035,Crittenden County,AR,37.6,Metro
780,10/22/2021,48037,Bowie County,TX,33.8,Metro
781,10/22/2021,20163,Rooks County,KS,43.7,Non-metro
782,10/22/2021,27079,Le Sueur County,MN,42.3,Metro
783,10/22/2021,22123,West Carroll Parish,LA,37.3,Non-metro
784,10/22/2021,48259,Kendall County,TX,55.4,Metro
785,10/22/2021,21029,Bullitt County,KY,44.6,Metro
786,10/22/2021,44003,Kent County,RI,70.4,Metro
787,10/22/2021,27083,Lyon County,MN,49.4,Non-metro
788,10/22/2021,38073,Ransom County,ND,54.0,Non-metro
789,10/22/2021,30099,Teton County,MT,35.8,Non-metro
790,10/22/2021,46051,Grant County,SD,42.6,Non-metro
791,10/22/2021,39065,Hardin County,OH,33.6,Non-metro
792,10/22/2021,37031,Carteret County,NC,51.4,Non-metro
793,10/22/2021,12015,Charlotte County,FL,59.2,Metro
794,10/22/2021,20157,Republic County,KS,47.2,Non-metro
795,10/22/2021,29121,Macon County,MO,36.8,Non-metro
796,10/22/2021,26013,Baraga County,MI,53.7,Non-metro
797,10/22/2021,1113,Russell County,AL,33.6,Metro
798,10/22/2021,18161,Union County,IN,44.5,Metro
799,10/22/2021,21109,Jackson County,KY,31.6,Non-metro
800,10/22/2021,26025,Calhoun County,MI,46.6,Metro
801,10/22/2021,26045,Eaton County,MI,51.9,Metro
802,10/22/2021,24023,Garrett County,MD,44.2,Non-metro
803,10/22/2021,36083,Rensselaer County,NY,63.0,Metro
804,10/22/2021,28035,Forrest County,MS,36.8,Metro
805,10/22/2021,31113,Logan County,NE,18.9,Non-metro
806,10/22/2021,39125,Paulding County,OH,38.4,Non-metro
807,10/22/2021,29153,Ozark County,MO,27.8,Non-metro
808,10/22/2021,5007,Benton County,AR,45.9,Metro
809,10/22/2021,17097,Lake County,IL,60.0,Metro
810,10/22/2021,13049,Charlton County,GA,12.2,Non-metro
811,10/22/2021,28117,Prentiss County,MS,38.7,Non-metro
812,10/22/2021,41001,Baker County,OR,65.9,Non-metro
813,10/22/2021,1065,Hale County,AL,54.1,Metro
814,10/22/2021,31153,Sarpy County,NE,55.9,Metro
815,10/22/2021,46031,Corson County,SD,30.0,Non-metro
816,10/22/2021,18157,Tippecanoe County,IN,52.6,Metro
817,10/22/2021,27173,Yellow Medicine County,MN,50.0,Non-metro
818,10/22/2021,16067,Minidoka County,ID,32.6,Non-metro
819,10/22/2021,38097,Traill County,ND,45.1,Non-metro
820,10/22/2021,17007,Boone County,IL,48.0,Metro
821,10/22/2021,29101,Johnson County,MO,35.9,Non-metro
822,10/22/2021,49039,Sanpete County,UT,33.7,Non-metro
823,10/22/2021,53035,Kitsap County,WA,57.8,Metro
824,10/22/2021,48343,Morris County,TX,37.5,Non-metro
825,10/22/2021,48017,Bailey County,TX,34.8,Non-metro
826,10/22/2021,30039,Granite County,MT,33.4,Non-metro
827,10/22/2021,18035,Delaware County,IN,44.0,Metro
828,10/22/2021,13187,Lumpkin County,GA,10.7,Non-metro
829,10/22/2021,48119,Delta County,TX,31.6,Non-metro
830,10/22/2021,20175,Seward County,KS,39.2,Non-metro
831,10/22/2021,37185,Warren County,NC,49.0,Non-metro
832,10/22/2021,40033,Cotton County,OK,43.9,Metro
833,10/22/2021,51181,Surry County,VA,49.4,Non-metro
834,10/22/2021,21197,Powell County,KY,48.5,Non-metro
835,10/22/2021,27047,Freeborn County,MN,50.0,Non-metro
836,10/22/2021,29209,Stone County,MO,34.9,Non-metro
837,10/22/2021,31067,Gage County,NE,38.4,Non-metro
838,10/22/2021,1093,Marion County,AL,32.3,Non-metro
839,10/22/2021,5131,Sebastian County,AR,43.5,Metro
840,10/22/2021,19025,Calhoun County,IA,54.1,Non-metro
841,10/22/2021,72007,Aguas Buenas Municipio,PR,65.7,Metro
842,10/22/2021,47189,Wilson County,TN,46.5,Metro
843,10/22/2021,37019,Brunswick County,NC,55.4,Metro
844,10/22/2021,37123,Montgomery County,NC,37.8,Non-metro
845,10/22/2021,48353,Nolan County,TX,38.2,Non-metro
846,10/22/2021,28031,Covington County,MS,44.9,Non-metro
847,10/22/2021,48051,Burleson County,TX,43.5,Metro
848,10/22/2021,21001,Adair County,KY,35.4,Non-metro
849,10/22/2021,20029,Cloud County,KS,42.5,Non-metro
850,10/22/2021,49015,Emery County,UT,38.5,Non-metro
851,10/22/2021,39053,Gallia County,OH,40.0,Non-metro
852,10/22/2021,48485,Wichita County,TX,46.0,Metro
853,10/22/2021,48083,Coleman County,TX,33.3,Non-metro
854,10/22/2021,27085,McLeod County,MN,49.2,Non-metro
855,10/22/2021,48055,Caldwell County,TX,47.1,Metro
856,10/22/2021,19173,Taylor County,IA,42.6,Non-metro
857,10/22/2021,17023,Clark County,IL,38.1,Non-metro
858,10/22/2021,17127,Massac County,IL,31.7,Non-metro
859,10/22/2021,16057,Latah County,ID,48.9,Non-metro
860,10/22/2021,54089,Summers County,WV,17.7,Non-metro
861,10/22/2021,21233,Webster County,KY,42.0,Non-metro
862,10/22/2021,20071,Greeley County,KS,47.3,Non-metro
863,10/22/2021,19139,Muscatine County,IA,53.9,Non-metro
864,10/22/2021,48319,Mason County,TX,42.8,Non-metro
865,10/22/2021,20183,Smith County,KS,41.3,Non-metro
866,10/22/2021,17001,Adams County,IL,45.1,Non-metro
867,10/22/2021,47093,Knox County,TN,53.3,Metro
868,10/22/2021,32029,Storey County,NV,18.6,Metro
869,10/22/2021,18029,Dearborn County,IN,54.6,Metro
870,10/22/2021,12055,Highlands County,FL,46.1,Metro
871,10/22/2021,31071,Garfield County,NE,27.1,Non-metro
872,10/22/2021,48189,Hale County,TX,37.3,Non-metro
873,10/22/2021,51029,Buckingham County,VA,37.5,Metro
874,10/22/2021,18015,Carroll County,IN,31.2,Metro
875,10/22/2021,8059,Jefferson County,CO,69.2,Metro
876,10/22/2021,48025,Bee County,TX,43.9,Non-metro
877,10/22/2021,21181,Nicholas County,KY,48.1,Non-metro
878,10/22/2021,28057,Itawamba County,MS,31.7,Non-metro
879,10/22/2021,2130,Ketchikan Gateway Borough,AK,57.9,Non-metro
880,10/22/2021,30095,Stillwater County,MT,38.0,Non-metro
881,10/22/2021,37077,Granville County,NC,54.4,Non-metro
882,10/22/2021,13087,Decatur County,GA,38.3,Non-metro
883,10/22/2021,13153,Houston County,GA,35.3,Metro
884,10/22/2021,29119,McDonald County,MO,28.1,Metro
885,10/22/2021,20099,Labette County,KS,44.4,Non-metro
886,10/22/2021,31073,Gosper County,NE,35.1,Non-metro
887,10/22/2021,55078,Menominee County,WI,69.0,Non-metro
888,10/22/2021,19123,Mahaska County,IA,39.5,Non-metro
889,10/22/2021,26141,Presque Isle County,MI,56.4,Non-metro
890,10/22/2021,51153,Prince William County,VA,62.9,Metro
891,10/22/2021,30041,Hill County,MT,52.7,Non-metro
892,10/22/2021,30067,Park County,MT,51.8,Non-metro
893,10/22/2021,26095,Luce County,MI,40.9,Non-metro
894,10/22/2021,21017,Bourbon County,KY,52.5,Metro
895,10/22/2021,53015,Cowlitz County,WA,52.6,Metro
896,10/22/2021,53065,Stevens County,WA,34.9,Metro
897,10/22/2021,35007,Colfax County,NM,40.8,Non-metro
898,10/22/2021,42047,Elk County,PA,52.5,Non-metro
899,10/22/2021,55037,Florence County,WI,52.0,Non-metro
900,10/22/2021,5029,Conway County,AR,48.3,Non-metro
901,10/22/2021,2195,Petersburg Census Area,AK,66.7,Non-metro
902,10/22/2021,31053,Dodge County,NE,47.0,Non-metro
903,10/22/2021,13189,McDuffie County,GA,18.6,Metro
904,10/22/2021,30031,Gallatin County,MT,51.9,Non-metro
905,10/22/2021,47039,Decatur County,TN,34.1,Non-metro
906,10/22/2021,29125,Maries County,MO,34.7,Non-metro
907,10/22/2021,26049,Genesee County,MI,45.5,Metro
908,10/22/2021,54109,Wyoming County,WV,36.2,Non-metro
909,10/22/2021,23003,Aroostook County,ME,61.5,Non-metro
911,10/22/2021,26115,Monroe County,MI,50.9,Metro
912,10/22/2021,46043,Douglas County,SD,43.4,Non-metro
913,10/22/2021,36059,Nassau County,NY,70.9,Metro
914,10/22/2021,55001,Adams County,WI,51.1,Non-metro
915,10/22/2021,5049,Fulton County,AR,28.9,Non-metro
916,10/22/2021,35005,Chaves County,NM,35.6,Non-metro
917,10/22/2021,46003,Aurora County,SD,47.5,Non-metro
918,10/22/2021,12059,Holmes County,FL,26.2,Non-metro
919,10/22/2021,39077,Huron County,OH,42.6,Non-metro
920,10/22/2021,28019,Choctaw County,MS,32.2,Non-metro
921,10/22/2021,21025,Breathitt County,KY,45.7,Non-metro
922,10/22/2021,54049,Marion County,WV,8.9,Non-metro
