,Date,FIPS,Recip_County,Recip_State,Series_Complete_Pop_Pct,Metro_status
923,10/22/2021,31101,Keith County,NE,32.6,Non-metro
924,10/22/2021,6041,Marin County,CA,77.8,Metro
925,10/22/2021,47073,Hawkins County,TN,39.5,Metro
927,10/22/2021,21003,Allen County,KY,38.0,Metro
928,10/22/2021,27041,Douglas County,MN,50.8,Non-metro
929,10/22/2021,48133,Eastland County,TX,32.0,Non-metro
930,10/22/2021,45021,Cherokee County,SC,30.5,Non-metro
931,10/22/2021,15005,Kalawao County,HI,0.0,Metro
932,10/22/2021,39111,Monroe County,OH,40.4,Non-metro
933,10/22/2021,41055,Sherman County,OR,52.0,Non-metro
934,10/22/2021,72151,Yabucoa Municipio,PR,66.4,Metro
935,10/22/2021,1001,Autauga County,AL,35.2,Metro
936,10/22/2021,13251,Screven County,GA,35.5,Non-metro
937,10/22/2021,47043,Dickson County,TN,42.3,Metro
939,10/22/2021,41033,Josephine County,OR,46.4,Metro
940,10/22/2021,27015,Brown County,MN,58.8,Non-metro
941,10/22/2021,24025,Harford County,MD,62.8,Metro
942,10/22/2021,42009,Bedford County,PA,34.4,Non-metro
943,10/22/2021,24037,St. Mary's County,MD,59.0,Metro
944,10/22/2021,31107,Knox County,NE,44.7,Non-metro
945,10/22/2021,48505,Zapata County,TX,55.4,Non-metro
946,10/22/2021,27039,Dodge County,MN,51.6,Metro
947,10/22/2021,27011,Big Stone County,MN,57.6,Non-metro
948,10/22/2021,37129,New Hanover County,NC,55.3,Metro
949,10/22/2021,55017,Chippewa County,WI,51.4,Metro
950,10/22/2021,39005,Ashland County,OH,38.0,Non-metro
951,10/22/2021,21177,Muhlenberg County,KY,45.7,Non-metro
953,10/22/2021,51057,Essex County,VA,44.4,Non-metro
954,10/22/2021,48087,Collingsworth County,TX,28.6,Non-metro
955,10/22/2021,1071,Jackson County,AL,42.7,Non-metro
956,10/22/2021,16009,Benewah County,ID,43.0,Non-metro
957,10/22/2021,54013,Calhoun County,WV,12.5,Non-metro
958,10/22/2021,21095,Harlan County,KY,41.1,Non-metro
959,10/22/2021,51093,Isle of Wight County,VA,45.3,Metro
960,10/22/2021,1123,Tallapoosa County,AL,34.7,Non-metro
961,10/22/2021,1121,Talladega County,AL,32.5,Non-metro
963,10/22/2021,29149,Oregon County,MO,27.7,Non-metro
964,10/22/2021,19093,Ida County,IA,44.6,Non-metro
965,10/22/2021,32017,Lincoln County,NV,34.0,Non-metro
966,10/22/2021,40059,Harper County,OK,40.4,Non-metro
967,10/22/2021,19083,Hardin County,IA,50.7,Non-metro
968,10/22/2021,40001,Adair County,OK,29.1,Non-metro
969,10/22/2021,18065,Henry County,IN,47.6,Non-metro
970,10/22/2021,51051,Dickenson County,VA,41.3,Non-metro
971,10/22/2021,17109,McDonough County,IL,39.9,Non-metro
972,10/22/2021,13017,Ben Hill County,GA,13.7,Non-metro
973,10/22/2021,20037,Crawford County,KS,42.5,Non-metro
974,10/22/2021,48457,Tyler County,TX,32.3,Non-metro
975,10/22/2021,48005,Angelina County,TX,41.2,Non-metro
976,10/22/2021,26165,Wexford County,MI,47.1,Non-metro
977,10/22/2021,39075,Holmes County,OH,16.4,Non-metro
978,10/22/2021,38017,Cass County,ND,51.2,Metro
979,10/22/2021,36005,Bronx County,NY,59.9,Metro
980,10/22/2021,55041,Forest County,WI,54.2,Non-metro
981,10/22/2021,19135,Monroe County,IA,41.8,Non-metro
982,10/22/2021,31089,Holt County,NE,37.9,Non-metro
984,10/22/2021,36093,Schenectady County,NY,64.3,Metro
985,10/22/2021,20095,Kingman County,KS,42.6,Metro
986,10/22/2021,27071,Koochiching County,MN,52.4,Non-metro
987,10/22/2021,27129,Renville County,MN,47.4,Non-metro
988,10/22/2021,36015,Chemung County,NY,52.7,Metro
989,10/22/2021,29079,Grundy County,MO,32.0,Non-metro
990,10/22/2021,47005,Benton County,TN,39.5,Non-metro
991,10/22/2021,4027,Yuma County,AZ,57.8,Metro
992,10/22/2021,20091,Johnson County,KS,65.2,Metro
993,10/22/2021,39059,Guernsey County,OH,40.0,Non-metro
994,10/22/2021,26017,Bay County,MI,52.2,Metro
995,10/22/2021,18149,Starke County,IN,33.2,Non-metro
996,10/22/2021,72031,Carolina Municipio,PR,71.8,Metro
997,10/22/2021,50015,Lamoille County,VT,54.2,Non-metro
998,10/22/2021,22055,Lafayette Parish,LA,45.0,Metro
999,10/22/2021,48499,Wood County,TX,38.7,Non-metro
1000,10/22/2021,56007,Carbon County,WY,39.2,Non-metro
1001,10/22/2021,40107,Okfuskee County,OK,41.4,Non-metro
1002,10/22/2021,20065,Graham County,KS,66.7,Non-metro
1003,10/22/2021,13155,Irwin County,GA,14.1,Non-metro
1004,10/22/2021,26155,Shiawassee County,MI,46.8,Non-metro
1005,10/22/2021,8053,Hinsdale County,CO,53.3,Non-metro
1006,10/22/2021,32033,White Pine County,NV,47.0,Non-metro
1007,10/22/2021,20059,Franklin County,KS,45.3,Non-metro
1008,10/22/2021,1075,Lamar County,AL,38.8,Non-metro
1009,10/22/2021,26071,Iron County,MI,52.3,Non-metro
1010,10/22/2021,26063,Huron County,MI,50.3,Non-metro
1011,10/22/2021,32001,Churchill County,NV,42.7,Non-metro
1012,10/22/2021,18025,Crawford County,IN,34.1,Non-metro
1013,10/22/2021,21009,Barren County,KY,41.4,Non-metro
1014,10/22/2021,29041,Chariton County,MO,34.3,Non-metro
1015,10/22/2021,5001,Arkansas County,AR,50.0,Non-metro
1016,10/22/2021,8075,Logan County,CO,33.1,Non-metro
1017,10/22/2021,13077,Coweta County,GA,27.7,Metro
1018,10/22/2021,22119,Webster Parish,LA,38.2,Metro
1019,10/22/2021,55095,Polk County,WI,45.8,Non-metro
1020,10/22/2021,21229,Washington County,KY,49.0,Non-metro
1021,10/22/2021,72105,Naranjito Municipio,PR,71.4,Metro
1022,10/22/2021,48187,Guadalupe County,TX,48.4,Metro
1023,10/22/2021,2290,Yukon-Koyukuk Census Area,AK,61.4,Non-metro
1024,10/22/2021,40111,Okmulgee County,OK,38.2,Metro
1025,10/22/2021,54069,Ohio County,WV,12.6,Metro
1026,10/22/2021,48273,Kleberg County,TX,55.6,Non-metro
1027,10/22/2021,10005,Sussex County,DE,59.5,Metro
1028,10/22/2021,20089,Jewell County,KS,41.8,Non-metro
1029,10/22/2021,8027,Custer County,CO,43.3,Non-metro
1030,10/22/2021,41053,Polk County,OR,57.4,Metro
1031,10/22/2021,22121,West Baton Rouge Parish,LA,48.3,Metro
1032,10/22/2021,41059,Umatilla County,OR,48.8,Non-metro
1033,10/22/2021,46095,Mellette County,SD,27.1,Non-metro
1034,10/22/2021,39061,Hamilton County,OH,55.4,Metro
1035,10/22/2021,42085,Mercer County,PA,50.8,Metro
1036,10/22/2021,50027,Windsor County,VT,44.8,Non-metro
1037,10/22/2021,51135,Nottoway County,VA,41.3,Non-metro
1038,10/22/2021,51610,Falls Church city,VA,54.3,Metro
1039,10/22/2021,36055,Monroe County,NY,64.5,Metro
1040,10/22/2021,26061,Houghton County,MI,48.0,Non-metro
1041,10/22/2021,38009,Bottineau County,ND,44.1,Non-metro
1042,10/22/2021,46047,Fall River County,SD,54.3,Non-metro
1043,10/22/2021,27091,Martin County,MN,49.0,Non-metro
1044,10/22/2021,48129,Donley County,TX,30.2,Non-metro
1045,10/22/2021,5095,Monroe County,AR,49.0,Non-metro
1046,10/22/2021,21033,Caldwell County,KY,46.4,Non-metro
1047,10/22/2021,51155,Pulaski County,VA,40.6,Metro
1048,10/22/2021,21047,Christian County,KY,30.3,Metro
1049,10/22/2021,25005,Bristol County,MA,57.2,Metro
1050,10/22/2021,4011,Greenlee County,AZ,37.8,Non-metro
1051,10/22/2021,36063,Niagara County,NY,59.5,Metro
1052,10/22/2021,13283,Treutlen County,GA,16.0,Non-metro
1053,10/22/2021,8014,Broomfield County,CO,71.5,Metro
1054,10/22/2021,48251,Johnson County,TX,40.3,Metro
1055,10/22/2021,37015,Bertie County,NC,43.9,Non-metro
1056,10/22/2021,36075,Oswego County,NY,53.4,Metro
1057,10/22/2021,36111,Ulster County,NY,64.6,Metro
1058,10/22/2021,19137,Montgomery County,IA,50.8,Non-metro
1059,10/22/2021,20205,Wilson County,KS,38.8,Non-metro
1060,10/22/2021,53053,Pierce County,WA,55.8,Metro
1061,10/22/2021,40135,Sequoyah County,OK,34.6,Metro
1062,10/22/2021,12011,Broward County,FL,63.0,Metro
1063,10/22/2021,72055,Guanica Municipio,PR,62.9,Metro
1064,10/22/2021,45031,Darlington County,SC,43.1,Metro
1065,10/22/2021,34033,Salem County,NJ,47.8,Metro
1066,10/22/2021,21149,McLean County,KY,46.0,Metro
1067,10/22/2021,48297,Live Oak County,TX,37.7,Non-metro
1068,10/22/2021,9009,New Haven County,CT,68.9,Metro
1069,10/22/2021,27065,Kanabec County,MN,36.4,Non-metro
1070,10/22/2021,38007,Billings County,ND,19.4,Non-metro
1071,10/22/2021,41065,Wasco County,OR,59.1,Non-metro
1072,10/22/2021,28103,Noxubee County,MS,49.7,Non-metro
1073,10/22/2021,37067,Forsyth County,NC,54.0,Metro
1074,10/22/2021,33001,Belknap County,NH,56.3,Non-metro
1075,10/22/2021,5135,Sharp County,AR,34.5,Non-metro
1076,10/22/2021,12117,Seminole County,FL,55.4,Metro
1077,10/22/2021,35021,Harding County,NM,39.2,Non-metro
1078,10/22/2021,53061,Snohomish County,WA,61.3,Metro
1079,10/22/2021,39099,Mahoning County,OH,50.8,Metro
1080,10/22/2021,38003,Barnes County,ND,51.7,Non-metro
1081,10/22/2021,18031,Decatur County,IN,43.9,Non-metro
1082,10/22/2021,18051,Gibson County,IN,42.9,Non-metro
1083,10/22/2021,18097,Marion County,IN,49.9,Metro
1084,10/22/2021,26125,Oakland County,MI,60.9,Metro
1085,10/22/2021,18003,Allen County,IN,47.6,Metro
1086,10/22/2021,13107,Emanuel County,GA,28.9,Non-metro
1087,10/22/2021,37087,Haywood County,NC,51.2,Metro
1088,10/22/2021,42007,Beaver County,PA,48.6,Metro
1089,10/22/2021,13263,Talbot County,GA,28.9,Non-metro
1090,10/22/2021,12109,St. Johns County,FL,62.9,Metro
1091,10/22/2021,6003,Alpine County,CA,0.0,Non-metro
1092,10/22/2021,5065,Izard County,AR,33.6,Non-metro
1093,10/22/2021,28095,Monroe County,MS,45.7,Non-metro
1094,10/22/2021,13109,Evans County,GA,21.2,Non-metro
1095,10/22/2021,72047,Corozal Municipio,PR,69.3,Metro
1096,10/22/2021,54107,Wood County,WV,39.5,Metro
1097,10/22/2021,12107,Putnam County,FL,36.0,Non-metro
1098,10/22/2021,46117,Stanley County,SD,52.3,Non-metro
1099,10/22/2021,40063,Hughes County,OK,40.4,Non-metro
1100,10/22/2021,46069,Hyde County,SD,49.0,Non-metro
1101,10/22/2021,26051,Gladwin County,MI,44.4,Non-metro
1102,10/22/2021,29189,St. Louis County,MO,55.6,Metro
1103,10/22/2021,39113,Montgomery County,OH,49.7,Metro
1104,10/22/2021,37063,Durham County,NC,61.4,Metro
1105,10/22/2021,38065,Oliver County,ND,22.4,Metro
1106,10/22/2021,25015,Hampshire County,MA,58.8,Metro
1107,10/22/2021,38023,Divide County,ND,37.1,Non-metro
1108,10/22/2021,51073,Gloucester County,VA,53.4,Metro
1109,10/22/2021,46049,Faulk County,SD,48.6,Non-metro
1110,10/22/2021,17185,Wabash County,IL,43.0,Non-metro
1111,10/22/2021,51137,Orange County,VA,40.8,Non-metro
1112,10/22/2021,48351,Newton County,TX,22.8,Metro
1113,10/22/2021,28079,Leake County,MS,42.0,Non-metro
1114,10/22/2021,39013,Belmont County,OH,41.5,Metro
1115,10/22/2021,48391,Refugio County,TX,48.8,Non-metro
1116,10/22/2021,21107,Hopkins County,KY,47.6,Non-metro
1117,10/22/2021,29169,Pulaski County,MO,55.1,Non-metro
1118,10/22/2021,17115,Macon County,IL,43.0,Metro
1119,10/22/2021,29105,Laclede County,MO,33.5,Non-metro
1120,10/22/2021,18119,Owen County,IN,39.2,Metro
1121,10/22/2021,40027,Cleveland County,OK,47.2,Metro
1122,10/22/2021,27099,Mower County,MN,54.1,Non-metro
1123,10/22/2021,24039,Somerset County,MD,44.6,Metro
1124,10/22/2021,28107,Panola County,MS,41.0,Non-metro
1125,10/22/2021,38059,Morton County,ND,38.3,Metro
1126,10/22/2021,48469,Victoria County,TX,44.3,Metro
1127,10/22/2021,48463,Uvalde County,TX,47.4,Non-metro
1128,10/22/2021,39049,Franklin County,OH,56.3,Metro
1129,10/22/2021,50013,Grand Isle County,VT,71.5,Metro
1130,10/22/2021,37127,Nash County,NC,50.9,Metro
1131,10/22/2021,12003,Baker County,FL,30.9,Metro
1132,10/22/2021,27109,Olmsted County,MN,66.4,Metro
1133,10/22/2021,28009,Benton County,MS,45.3,Metro
1134,10/22/2021,1103,Morgan County,AL,38.5,Metro
1135,10/22/2021,47135,Perry County,TN,35.2,Non-metro
1136,10/22/2021,13175,Laurens County,GA,24.4,Non-metro
1137,10/22/2021,19103,Johnson County,IA,64.7,Metro
1138,10/22/2021,23001,Androscoggin County,ME,61.0,Metro
1139,10/22/2021,33017,Strafford County,NH,55.8,Metro
1140,10/22/2021,5091,Miller County,AR,26.8,Metro
1141,10/22/2021,29225,Webster County,MO,38.8,Metro
1142,10/22/2021,51820,Waynesboro city,VA,42.2,Metro
1143,10/22/2021,26117,Montcalm County,MI,38.4,Metro
1144,10/22/2021,36043,Herkimer County,NY,52.9,Metro
1145,10/22/2021,51185,Tazewell County,VA,38.0,Non-metro
1146,10/22/2021,19145,Page County,IA,48.0,Non-metro
1147,10/22/2021,20123,Mitchell County,KS,49.0,Non-metro
1148,10/22/2021,48389,Reeves County,TX,41.0,Non-metro
1149,10/22/2021,29103,Knox County,MO,36.8,Non-metro
1150,10/22/2021,22125,West Feliciana Parish,LA,81.6,Metro
1151,10/22/2021,28127,Simpson County,MS,39.9,Metro
1152,10/22/2021,19061,Dubuque County,IA,58.4,Metro
1153,10/22/2021,36025,Delaware County,NY,51.8,Non-metro
1154,10/22/2021,17175,Stark County,IL,46.0,Metro
1155,10/22/2021,51023,Botetourt County,VA,46.1,Metro
1156,10/22/2021,23019,Penobscot County,ME,63.3,Metro
1157,10/22/2021,34011,Cumberland County,NJ,43.5,Metro
1158,10/22/2021,45065,McCormick County,SC,55.2,Non-metro
1159,10/22/2021,51043,Clarke County,VA,56.7,Metro
1160,10/22/2021,13309,Wheeler County,GA,10.6,Non-metro
1161,10/22/2021,55139,Winnebago County,WI,54.6,Metro
1162,10/22/2021,19099,Jasper County,IA,52.8,Non-metro
1163,10/22/2021,26023,Branch County,MI,40.4,Non-metro
1164,10/22/2021,18087,LaGrange County,IN,21.1,Non-metro
1165,10/22/2021,54033,Harrison County,WV,21.0,Non-metro
1166,10/22/2021,18079,Jennings County,IN,36.5,Non-metro
1167,10/22/2021,31035,Clay County,NE,38.0,Non-metro
1168,10/22/2021,27073,Lac qui Parle County,MN,52.1,Non-metro
1169,10/22/2021,29117,Livingston County,MO,39.7,Non-metro
1170,10/22/2021,36023,Cortland County,NY,53.3,Non-metro
1171,10/22/2021,72147,Vieques Municipio,PR,73.0,Non-metro
1172,10/22/2021,5083,Logan County,AR,41.7,Non-metro
1173,10/22/2021,40009,Beckham County,OK,37.0,Non-metro
1174,10/22/2021,47131,Obion County,TN,35.4,Non-metro
1175,10/22/2021,51840,Winchester city,VA,41.1,Metro
1176,10/22/2021,19073,Greene County,IA,52.8,Non-metro
1177,10/22/2021,28159,Winston County,MS,43.5,Non-metro
1178,10/22/2021,18083,Knox County,IN,45.8,Non-metro
1179,10/22/2021,41015,Curry County,OR,50.2,Non-metro
1180,10/22/2021,39101,Marion County,OH,42.8,Non-metro
1181,10/22/2021,21145,McCracken County,KY,50.6,Non-metro
1182,10/22/2021,40077,Latimer County,OK,30.6,Non-metro
1183,10/22/2021,34023,Middlesex County,NJ,63.7,Metro
1184,10/22/2021,41063,Wallowa County,OR,53.4,Non-metro
1185,10/22/2021,37023,Burke County,NC,41.6,Metro
1186,10/22/2021,48491,Williamson County,TX,59.1,Metro
1187,10/22/2021,49017,Garfield County,UT,48.8,Non-metro
1188,10/22/2021,2150,Kodiak Island Borough,AK,57.2,Non-metro
1189,10/22/2021,35003,Catron County,NM,31.1,Non-metro
1190,10/22/2021,20075,Hamilton County,KS,34.1,Non-metro
1191,10/22/2021,30007,Broadwater County,MT,28.9,Non-metro
1192,10/22/2021,49033,Rich County,UT,40.8,Non-metro
1193,10/22/2021,49037,San Juan County,UT,51.3,Non-metro
1194,10/22/2021,54053,Mason County,WV,33.0,Non-metro
1195,10/22/2021,8095,Phillips County,CO,45.3,Non-metro
1196,10/22/2021,48001,Anderson County,TX,34.9,Non-metro
1197,10/22/2021,21079,Garrard County,KY,44.8,Non-metro
1198,10/22/2021,26151,Sanilac County,MI,39.4,Non-metro
1199,10/22/2021,39095,Lucas County,OH,51.3,Metro
1200,10/22/2021,54063,Monroe County,WV,29.8,Non-metro
1201,10/22/2021,19107,Keokuk County,IA,42.5,Non-metro
1202,10/22/2021,28091,Marion County,MS,40.3,Non-metro
1203,10/22/2021,27127,Redwood County,MN,46.6,Non-metro
1204,10/22/2021,27149,Stevens County,MN,50.0,Non-metro
1205,10/22/2021,51530,Buena Vista city,VA,36.8,Non-metro
1206,10/22/2021,48421,Sherman County,TX,29.8,Non-metro
1207,10/22/2021,36007,Broome County,NY,57.4,Metro
1208,10/22/2021,13183,Long County,GA,7.4,Metro
1209,10/22/2021,29219,Warren County,MO,37.8,Metro
1210,10/22/2021,30057,Madison County,MT,40.6,Non-metro
1211,10/22/2021,26041,Delta County,MI,57.2,Non-metro
1212,10/22/2021,42081,Lycoming County,PA,48.4,Metro
1213,10/22/2021,13069,Coffee County,GA,27.6,Non-metro
1214,10/22/2021,48309,McLennan County,TX,44.7,Metro
1215,10/22/2021,27113,Pennington County,MN,45.4,Non-metro
1216,10/22/2021,36089,St. Lawrence County,NY,54.6,Non-metro
1217,10/22/2021,2122,Kenai Peninsula Borough,AK,41.4,Non-metro
1218,10/22/2021,46102,Oglala Lakota County,SD,58.3,Non-metro
1219,10/22/2021,13031,Bulloch County,GA,26.1,Non-metro
1220,10/22/2021,5011,Bradley County,AR,51.0,Non-metro
1221,10/22/2021,28109,Pearl River County,MS,40.5,Non-metro
1222,10/22/2021,49005,Cache County,UT,47.4,Metro
1223,10/22/2021,40097,Mayes County,OK,38.0,Non-metro
1224,10/22/2021,13313,Whitfield County,GA,22.3,Metro
1225,10/22/2021,72085,Las Piedras Municipio,PR,64.4,Metro
1226,10/22/2021,46081,Lawrence County,SD,49.2,Non-metro
1227,10/22/2021,72015,Arroyo Municipio,PR,65.7,Metro
1228,10/22/2021,26131,Ontonagon County,MI,65.1,Non-metro
1229,10/22/2021,35051,Sierra County,NM,47.8,Non-metro
1230,10/22/2021,51520,Bristol city,VA,60.9,Metro
1231,10/22/2021,31027,Cedar County,NE,37.8,Non-metro
1232,10/22/2021,51600,Fairfax city,VA,56.0,Metro
1233,10/22/2021,6111,Ventura County,CA,62.8,Metro
1234,10/22/2021,6039,Madera County,CA,44.9,Metro
1235,10/22/2021,13171,Lamar County,GA,13.9,Metro
1236,10/22/2021,5067,Jackson County,AR,33.9,Non-metro
1237,10/22/2021,13093,Dooly County,GA,17.8,Non-metro
1238,10/22/2021,18089,Lake County,IN,50.3,Metro
1239,10/22/2021,16001,Ada County,ID,51.7,Metro
1240,10/22/2021,31013,Box Butte County,NE,28.2,Non-metro
1241,10/22/2021,24009,Calvert County,MD,60.8,Metro
1242,10/22/2021,41049,Morrow County,OR,48.3,Non-metro
1243,10/22/2021,39145,Scioto County,OH,43.6,Non-metro
1244,10/22/2021,56035,Sublette County,WY,28.8,Non-metro
1245,10/22/2021,28101,Newton County,MS,46.5,Non-metro
1246,10/22/2021,46135,Yankton County,SD,57.0,Non-metro
1247,10/22/2021,40045,Ellis County,OK,31.9,Non-metro
1248,10/22/2021,41067,Washington County,OR,67.3,Metro
1249,10/22/2021,51033,Caroline County,VA,37.7,Metro
1250,10/22/2021,17051,Fayette County,IL,27.2,Non-metro
1251,10/22/2021,21187,Owen County,KY,34.7,Non-metro
1252,10/22/2021,27053,Hennepin County,MN,64.2,Metro
1253,10/22/2021,28021,Claiborne County,MS,48.0,Non-metro
1254,10/22/2021,48107,Crosby County,TX,39.7,Metro
1255,10/22/2021,28097,Montgomery County,MS,50.4,Non-metro
1256,10/22/2021,72143,Vega Alta Municipio,PR,59.5,Metro
1257,10/22/2021,30023,Deer Lodge County,MT,52.7,Non-metro
1258,10/22/2021,23023,Sagadahoc County,ME,69.9,Metro
1259,10/22/2021,30103,Treasure County,MT,41.8,Non-metro
1260,10/22/2021,46057,Hamlin County,SD,39.1,Non-metro
1261,10/22/2021,29221,Washington County,MO,28.0,Non-metro
1262,10/22/2021,20035,Cowley County,KS,41.9,Non-metro
1263,10/22/2021,21031,Butler County,KY,42.1,Metro
1264,10/22/2021,21093,Hardin County,KY,57.6,Metro
1265,10/22/2021,47061,Grundy County,TN,26.0,Non-metro
1266,10/22/2021,22101,St. Mary Parish,LA,40.2,Non-metro
1267,10/22/2021,37025,Cabarrus County,NC,48.3,Metro
1268,10/22/2021,12105,Polk County,FL,50.1,Metro
1269,10/22/2021,36099,Seneca County,NY,48.7,Non-metro
1270,10/22/2021,16075,Payette County,ID,26.9,Non-metro
1271,10/22/2021,44001,Bristol County,RI,69.7,Metro
1272,10/22/2021,2060,Bristol Bay Borough,AK,92.0,Non-metro
1273,10/22/2021,48095,Concho County,TX,43.6,Non-metro
1274,10/22/2021,23015,Lincoln County,ME,72.2,Non-metro
1275,10/22/2021,19049,Dallas County,IA,58.1,Metro
1276,10/22/2021,48339,Montgomery County,TX,47.6,Metro
1277,10/22/2021,31083,Harlan County,NE,37.3,Non-metro
1278,10/22/2021,51670,Hopewell city,VA,29.4,Metro
1279,10/22/2021,31033,Cheyenne County,NE,38.1,Non-metro
1280,10/22/2021,13131,Grady County,GA,19.3,Non-metro
1281,10/22/2021,45087,Union County,SC,36.4,Metro
1282,10/22/2021,40025,Cimarron County,OK,28.1,Non-metro
1283,10/22/2021,47127,Moore County,TN,19.8,Non-metro
1284,10/22/2021,13193,Macon County,GA,19.1,Non-metro
1285,10/22/2021,10003,New Castle County,DE,59.2,Metro
1286,10/22/2021,20109,Logan County,KS,42.1,Non-metro
1287,10/22/2021,20151,Pratt County,KS,43.6,Non-metro
1288,10/22/2021,45079,Richland County,SC,53.8,Metro
1289,10/22/2021,40083,Logan County,OK,30.1,Metro
1290,10/22/2021,37187,Washington County,NC,43.3,Non-metro
1291,10/22/2021,30013,Cascade County,MT,47.9,Metro
1292,10/22/2021,19029,Cass County,IA,53.2,Non-metro
1293,10/22/2021,18023,Clinton County,IN,43.0,Non-metro
1294,10/22/2021,26157,Tuscola County,MI,42.2,Non-metro
1295,10/22/2021,24035,Queen Anne's County,MD,59.7,Metro
1296,10/22/2021,47079,Henry County,TN,42.1,Non-metro
1297,10/22/2021,8049,Grand County,CO,56.5,Non-metro
1298,10/22/2021,18181,White County,IN,49.9,Non-metro
1299,10/22/2021,13005,Bacon County,GA,12.9,Non-metro
1300,10/22/2021,72129,San Lorenzo Municipio,PR,67.8,Metro
1301,10/22/2021,8085,Montrose County,CO,42.0,Non-metro
1302,10/22/2021,31175,Valley County,NE,29.5,Non-metro
1303,10/22/2021,1087,Macon County,AL,41.2,Non-metro
1304,10/22/2021,39025,Clermont County,OH,50.7,Metro
1305,10/22/2021,51047,Culpeper County,VA,43.2,Metro
1306,10/22/2021,13103,Effingham County,GA,22.3,Metro
1307,10/22/2021,48019,Bandera County,TX,41.4,Metro
1308,10/22/2021,48441,Taylor County,TX,43.6,Metro
1309,10/22/2021,31011,Boone County,NE,45.7,Non-metro
1310,10/22/2021,48407,San Jacinto County,TX,30.4,Non-metro
1311,10/22/2021,22083,Richland Parish,LA,38.6,Non-metro
1312,10/22/2021,37135,Orange County,NC,66.6,Metro
1313,10/22/2021,38105,Williams County,ND,25.8,Non-metro
1314,10/22/2021,37179,Union County,NC,47.9,Metro
1315,10/22/2021,48357,Ochiltree County,TX,34.7,Non-metro
1316,10/22/2021,22031,De Soto Parish,LA,38.0,Metro
1317,10/22/2021,21045,Casey County,KY,32.1,Non-metro
1318,10/22/2021,16023,Butte County,ID,38.9,Metro
1319,10/22/2021,31029,Chase County,NE,29.0,Non-metro
1320,10/22/2021,39001,Adams County,OH,30.3,Non-metro
1321,10/22/2021,1043,Cullman County,AL,34.6,Non-metro
1322,10/22/2021,13025,Brantley County,GA,12.5,Metro
1323,10/22/2021,48333,Mills County,TX,37.6,Non-metro
1325,10/22/2021,26083,Keweenaw County,MI,54.3,Non-metro
1326,10/22/2021,41071,Yamhill County,OR,56.5,Metro
1327,10/22/2021,45017,Calhoun County,SC,34.6,Metro
1328,10/22/2021,12083,Marion County,FL,51.4,Metro
1329,10/22/2021,49035,Salt Lake County,UT,58.5,Metro
1330,10/22/2021,72133,Santa Isabel Municipio,PR,63.7,Non-metro
1331,10/22/2021,38049,McHenry County,ND,36.8,Non-metro
1332,10/22/2021,13305,Wayne County,GA,30.6,Non-metro
1333,10/22/2021,38005,Benson County,ND,45.0,Non-metro
1335,10/22/2021,47181,Wayne County,TN,36.8,Non-metro
1336,10/22/2021,56017,Hot Springs County,WY,43.0,Non-metro
1337,10/22/2021,16051,Jefferson County,ID,32.7,Metro
1338,10/22/2021,13141,Hancock County,GA,13.8,Non-metro
1339,10/22/2021,37033,Caswell County,NC,45.1,Non-metro
1340,10/22/2021,39041,Delaware County,OH,65.8,Metro
1341,10/22/2021,48109,Culberson County,TX,46.9,Non-metro
1342,10/22/2021,15007,Kauai County,HI,0.0,Non-metro
1343,10/22/2021,15001,Hawaii County,HI,0.0,Non-metro
1344,10/22/2021,18053,Grant County,IN,38.3,Non-metro
1345,10/22/2021,37189,Watauga County,NC,48.7,Non-metro
1346,10/22/2021,35013,Dona Ana County,NM,59.5,Metro
1347,10/22/2021,13315,Wilcox County,GA,14.3,Non-metro
1348,10/22/2021,51085,Hanover County,VA,54.9,Metro
1349,10/22/2021,49047,Uintah County,UT,34.5,Non-metro
1350,10/22/2021,45019,Charleston County,SC,57.6,Metro
1351,10/22/2021,18045,Fountain County,IN,42.3,Non-metro
1352,10/22/2021,13207,Monroe County,GA,12.3,Metro
1353,10/22/2021,51125,Nelson County,VA,53.0,Metro
1354,10/22/2021,25023,Plymouth County,MA,61.1,Metro
1355,10/22/2021,37021,Buncombe County,NC,58.3,Metro
1356,10/22/2021,29043,Christian County,MO,41.6,Metro
1357,10/22/2021,72087,Loiza Municipio,PR,48.5,Metro
1358,10/22/2021,37029,Camden County,NC,49.6,Non-metro
1359,10/22/2021,21207,Russell County,KY,42.8,Non-metro
1360,10/22/2021,27161,Waseca County,MN,50.6,Non-metro
1361,10/22/2021,16043,Fremont County,ID,36.6,Non-metro
1362,10/22/2021,29081,Harrison County,MO,30.3,Non-metro
1363,10/22/2021,39139,Richland County,OH,39.1,Metro
1364,10/22/2021,45029,Colleton County,SC,42.9,Non-metro
1365,10/22/2021,22103,St. Tammany Parish,LA,51.2,Metro
1366,10/22/2021,31099,Kearney County,NE,42.5,Non-metro
1367,10/22/2021,40061,Haskell County,OK,36.4,Non-metro
1368,10/22/2021,36027,Dutchess County,NY,61.9,Metro
1369,10/22/2021,29009,Barry County,MO,39.7,Non-metro
1370,10/22/2021,31169,Thayer County,NE,42.4,Non-metro
1371,10/22/2021,54007,Braxton County,WV,12.2,Non-metro
1372,10/22/2021,8015,Chaffee County,CO,58.0,Non-metro
1373,10/22/2021,22095,St. John the Baptist Parish,LA,51.7,Metro
