Urban Rural Code,Population Estimate 2020,Total Vaccines,Percent Vaccinated,Case Count,Percent of Population Cases,Total deaths,Covid Death Percent Above Median
3.0,383843.0,205892.0,53.63963912328739,46397.0,12.087494105662987,9760.0,0.0
5.0,61551.0,34427.0,55.93247875745316,3809.0,6.18836412081038,1226.0,0.0
2.0,474171.0,260508.0,54.939673662033314,30620.0,6.457585976367169,6952.0,0.0
2.0,830393.0,502607.0,60.52640135453936,55456.0,6.6782836560520105,10354.0,0.0
3.0,226075.0,115910.0,51.2705960411368,25550.0,11.30155921707398,7196.0,0.0
1.0,966183.0,479618.0,49.64049253609306,119377.0,12.355526851538473,21978.0,1.0
2.0,1253459.0,764592.0,60.998564771564126,55840.0,4.45487247688197,25425.0,1.0
3.0,382187.0,180378.0,47.19626779560791,52555.0,13.751121833029382,9270.0,1.0
3.0,62972.0,31827.0,50.54151051260878,6299.0,10.00285841326303,1176.0,0.0
2.0,162575.0,79408.0,48.84391819160387,18144.0,11.16038751345532,3632.0,0.0
2.0,278715.0,165991.0,59.5558186678148,19034.0,6.82919828498645,3465.0,0.0
6.0,35123.0,16062.0,45.73071776328901,4.0,0.01138854881416,753.0,1.0
5.0,74815.0,26762.0,35.77090155717436,6954.0,9.29492748780324,1846.0,1.0
2.0,994020.0,551474.0,55.4791654091467,14626.0,1.47139896581557,25184.0,1.0
3.0,531610.0,263601.0,49.58541035721676,64110.0,12.0595925584545,15635.0,1.0
3.0,327306.0,197004.0,60.189547396014746,31722.0,9.69184799545379,6106.0,0.0
3.0,161401.0,94448.0,58.51760521929852,11329.0,7.019163450040581,2191.0,0.0
4.0,65932.0,27737.0,42.069101498513625,7615.0,11.5497785597282,1114.0,0.0
5.0,44662.0,21181.0,47.42510411535534,4543.0,10.17195826429627,1361.0,1.0
4.0,103015.0,44718.0,43.40921225064311,14339.0,13.91933213609668,2505.0,0.0
2.0,287066.0,133294.0,46.43322441529126,38649.0,13.463454397246618,4087.0,1.0
1.0,1324624.0,739967.0,55.862418316443005,146049.0,11.0256948386863,27232.0,0.0
4.0,94859.0,47802.0,50.392688094962,13755.0,14.5004691173215,1798.0,1.0
4.0,159298.0,104878.0,65.83761252495324,15697.0,9.853858805509171,3923.0,0.0
4.0,119883.0,45937.0,38.3181935720661,17449.0,14.55502448220348,2669.0,0.0
5.0,47512.0,11443.0,24.0844418252231,7242.0,15.24246506145815,1659.0,1.0
4.0,153740.0,97559.0,63.45713542344218,16770.0,10.90802653831143,3698.0,0.0
4.0,108547.0,65915.0,60.724847301169085,8869.0,8.17065418666568,2701.0,0.0
2.0,131533.0,72725.0,55.290307375335466,9654.0,7.339602989363881,2292.0,0.0
4.0,97590.0,56702.0,58.10226457628856,14767.0,15.13167332718516,1889.0,1.0
4.0,151655.0,96143.0,63.3958656160364,7889.0,5.20193861066235,4036.0,0.0
4.0,147008.0,64786.0,44.06971049194602,20455.0,13.91420875054418,3081.0,1.0
4.0,171631.0,93680.0,54.58221416876905,21220.0,12.36373382430912,3285.0,0.0
5.0,30131.0,10570.0,35.08015001161594,5970.0,19.81348113238857,732.0,1.0
4.0,27700.0,11527.0,41.61371841155235,3216.0,11.61010830324909,2256.0,1.0
5.0,36522.0,16703.0,45.7340780899184,5438.0,14.8896555500794,1046.0,1.0
5.0,64820.0,27755.0,42.81857451403887,10004.0,15.433508176488738,1521.0,1.0
5.0,65644.0,32988.0,50.25287916641277,3868.0,5.89238925111205,2796.0,1.0
2.0,822736.0,523989.0,63.68859512650473,102536.0,12.46280702436747,14097.0,1.0
3.0,90418.0,37468.0,41.43865159592116,13708.0,15.16069809108805,1749.0,1.0
3.0,428294.0,219061.0,51.147342713182994,48838.0,11.4029148201936,11502.0,1.0
4.0,189420.0,109147.0,57.6216872558336,21193.0,11.1883644810474,4718.0,0.0
4.0,113209.0,54601.0,48.230264378273816,13315.0,11.76143239495093,2834.0,1.0
